system:index,Amazonia,Area_Estavel,Caatinga,Campinarana,Cerrado,Contato_Ecotono_e_Encrave,Estepe,Ferralsols,Floresta_Estacional_Decidual,Floresta_Estacional_Semidecidual,Floresta_Estacional_Sempre_Verde,Floresta_Ombrofila_Aberta,Floresta_Ombrofila_Densa,Floresta_Ombrofila_Mista,Formacao_Pioneira,Histosols,Humisols,Mata_Atlantica,OGC_0,OGC_0_53,OGC_1_03,OGC_1_57,OGC_2_10,OGC_2_60,Pampa,Pantanal,Sandysols,Savana,Savana_Estepica,Thinsols,Wetsols,ano,antropico,bdod,black_soil_prob,cagb,campoAlagado-areaPantanosa,cbgb,cdw,cec,cfvo,clayminerals,clitter,convergence,cti,ctotal,dataset_id,eastness,elevation,estoque,evi_mean,formacaoCampestre,formacaoFlorestal,formacaoSavanica,lavouras,lv1_Humid_subtropical_zone,lv1_Tropical,lv2_monsoon,lv2_oceanic_climate_without_sry_season,lv2_with_dry_summer,lv2_with_dry_winter,lv2_without_dry_season,lv3_with_hot_summer,lv3_with_temperate_summer,mapbiomas_clay_v003,mapbiomas_sand_v003,mapbiomas_silt_v003,mosaicoDeUsos,natural,ndvi_mean,nitrogen,northness,outrasFormacoesFlorestais,oxides,pastagem,pcurv,phh2o,restingas,roughness,savi_mean,silvicultura,slope,soc,spi,year,.geo
4_00000000000000000dfa_0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,10,1,9.963619,27.1815,36.531868,36.549763,26.38792,10.029033,0,0,4,0,0,7,7,1962,20,135,10,96.5,0,22.68,2.98,187,94,61,3.63,-20,5,125.79,ctb0064-12010,0,179,1123,4,0,0,0,0,0,1,0,0,1,0,0,0,0,18.178773421782633,65.94580361991747,15.875422958299898,0,0,6,11,-1,0,172,20,0,57,0,2,4,0,1,159,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.54979888073516,-9.96361905804747]}"
4_00000000000000000e00_0,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,8,1,9.358065,26.514723,35.9775,36.263832,26.45006,10.40471,0,0,1,0,0,5,4,1962,20,123,21,96.5,0,22.68,2.98,164,128,36,3.63,-16,-12,125.79,ctb0064-12029,-3,260,3572,12,0,0,0,0,0,1,0,0,1,0,0,0,0,25.630311791558245,57.956903672320536,16.412784536121208,0,0,11,16,-9,0,144,20,-7,54,0,30,10,0,11,216,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.26386512579992,-9.358064725022501]}"
4_00000000000000000e1b_0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,1,10.388343,27.472036,36.62118,36.402348,26.04483,9.588415,0,0,25,0,0,4,9,1962,0,130,6,79.71,0,18.73,2.98,148,101,52,3.28,-1,5,104.7,ctb0064-12092,0,6,1743,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16.491115735898582,67.15169481071098,16.357189453390454,0,0,0,14,0,0,155,0,0,55,20,0,-1,0,0,223,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.40238534261115,-10.38834252437918]}"
4_0000000000000000105b_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,4,1,7.597187,24.326174,33.94335,34.941967,26.208641,11.247497,0,0,4,0,0,1,7,1962,20,128,8,85.73,0,20.15,2.98,106,137,50,4.11,-8,-7,112.96,ctb0064-9142,8,70,2363,11,0,0,0,20,0,1,1,0,0,0,0,0,0,11.753992052258184,80.45417340411824,7.791834543623589,0,20,12,11,1,0,167,0,9,52,0,21,10,0,8,155,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.94199418521804,-7.597187105091413]}"
4_00000000000000001af4_0,0,1,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,7.6332994,26.711475,37.942497,39.56676,30.171003,13.570602,0,0,2,0,1,14,4,1962,20,133,6,9.59,0,5.85,1.25,220,86,75,1.6,0,-11,18.28,ctb0678-15,-4,498,1783,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12.725104188034194,78.56109590683343,8.71379990513239,0,0,4,8,0,0,197,20,0,53,0,10,1,0,4,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.56679076245057,-7.6332993795130175]}"
4_00000000000000001b0a_0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,8.483285,26.17894,36.23761,37.083366,27.600767,11.574844,0,0,4,0,0,19,6,1962,20,127,6,25.99,0,9.62,4.68,180,122,58,3.05,-8,-21,43.34,ctb0678-36,2,732,3714,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11.021987262540387,75.19216592365147,13.785846813808142,0,0,-4,15,7,0,177,20,0,63,0,21,-2,0,8,187,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.08339815950215,-8.48328530134691]}"
4_00000000000000001b32_0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,7.6667166,27.011726,38.418568,40.100094,30.61305,13.813323,0,0,3,0,1,6,1,1962,20,131,5,9.59,0,5.85,1.25,214,108,65,1.6,-18,-8,18.28,ctb0678-74,2,523,2637,0,0,0,0,0,0,1,0,0,1,0,0,0,0,28.864591020132934,37.17280679035521,33.96260218951185,0,0,1,10,1,0,180,20,0,62,0,9,1,0,3,115,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10012054663233,-7.666716708082264]}"
4_00000000000000001b3c_0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9.416815,28.747068,39.696587,40.549873,30.10932,12.535892,0,0,4,0,1,4,2,1962,20,138,6,9.59,0,5.85,1.25,201,55,48,1.6,66,87,18.28,ctb0678-86,0,366,2359,11,0,0,0,0,0,0,0,0,0,0,0,0,0,15.364399850505443,64.39960266327526,20.235997486219297,20,0,23,9,0,0,176,0,0,64,0,2,15,0,0,75,43,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.54990700939098,-9.416814544603916]}"
4_00000000000000000df4_0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,1,7,1,9.245416,26.163147,35.489628,35.76365,26.076878,10.247062,0,0,4,0,0,5,5,1962,0,120,20,35.06,0,7.19,2.98,130,185,25,4.19,-23,-32,49.41,ctb0064-12001,7,242,5199,4,0,20,0,0,0,1,0,0,1,0,0,0,0,31.75257326427601,47.29591113102044,20.95151560470354,0,20,6,16,-38,0,120,0,0,52,0,102,1,0,43,227,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.76368317560217,-9.245415988393912]}"
4_00000000000000001025_0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7.6044636,27.153492,38.717197,40.483852,30.975058,14.062255,0,0,1,0,1,10,0,1962,0,135,5,9.59,0,5.85,1.25,179,74,68,1.6,-45,-12,18.28,ctb0064-8952,1,614,2092,0,20,0,0,0,0,0,0,0,0,0,0,0,0,21.915815976697502,65.36497302545105,12.719210997851436,0,20,0,10,1,0,161,0,3,59,0,7,0,0,1,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.48388083600819,-7.604463458892782]}"
4_00000000000000001aed_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8.583268,26.52798,36.733185,37.599987,27.994547,11.751763,0,0,26,0,1,17,9,1962,0,138,6,9.59,0,5.85,1.25,185,113,69,1.6,7,-10,18.28,ctb0678-100,2,432,685,-4,0,0,20,0,0,0,0,0,0,0,0,0,0,4.934319447525485,90.52080365004487,4.544876902429648,0,20,-10,8,0,0,174,0,1,60,0,7,-4,0,2,72,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.60001927939929,-8.583267792469414]}"
4_00000000000000001b05_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7.5831733,27.16027,38.74881,40.53317,31.028345,14.105684,0,0,2,0,1,2,1,1962,0,135,7,9.59,0,5.85,1.25,179,94,78,1.6,-5,20,18.28,ctb0678-31,0,735,3095,2,0,0,20,0,0,0,0,0,0,0,0,0,0,13.375546031197254,78.15121934426247,8.473234624540266,0,20,6,9,1,0,195,0,0,60,0,4,4,0,1,95,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.533198345106356,-7.5831733866591495]}"
4_00000000000000001b24_0,0,1,1,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,7.4998994,27.003815,38.563065,40.366623,30.92738,14.092583,0,0,2,0,1,2,0,1962,0,135,7,9.59,0,5.85,1.25,146,103,58,1.6,0,8,18.28,ctb0678-6,0,834,3066,4,0,0,20,0,0,1,0,0,1,0,0,0,0,16.828875364642755,75.10916386080476,8.061960774552475,0,20,7,9,0,0,173,0,0,49,0,0,2,0,0,87,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.36665069143059,-7.499899559821269]}"
4_00000000000000001b2c_0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7.7666993,25.935423,36.50402,37.816666,28.596718,12.564916,0,0,4,0,1,16,4,1962,0,134,4,9.59,0,5.85,1.25,164,93,56,1.6,-19,-13,18.28,ctb0678-68,1,534,3667,0,0,0,20,0,0,1,0,0,1,0,0,0,0,20.363386057143778,59.273960978961235,20.362652963894988,0,20,0,10,-3,0,168,0,0,57,0,9,1,0,3,98,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-37.81669292592892,-7.766699199204767]}"
4_00000000000000001b2d_0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,7.8332644,26.162415,36.824844,38.15003,28.849773,12.677315,0,0,1,0,1,14,3,1962,0,126,8,9.59,0,5.85,1.25,166,145,60,1.6,-8,-16,18.28,ctb0678-69,-14,975,3955,1,0,0,20,0,0,1,0,0,1,0,0,0,0,28.804644984518703,53.52589548587569,17.66945952960562,0,20,2,14,10,0,225,0,0,59,0,50,2,0,18,151,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.15005772786567,-7.833264361758024]}"
4_00000000000000001b3d_0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,7.6165905,26.688587,37.91961,39.550053,30.165127,13.576479,0,0,3,0,1,10,2,1962,20,134,13,9.59,0,5.85,1.25,216,94,78,1.6,-7,-1,18.28,ctb0678-87,2,521,6688,6,0,0,0,0,0,1,0,0,1,0,0,0,0,11.814145032797494,77.68577129281324,10.500083674389268,0,0,12,8,0,0,202,20,0,55,0,5,6,0,2,96,0,1962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.55008209816595,-7.616590715228396]}"
5_00000000000000000fdc_0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,2.9675395,22.961187,36.01676,40.08879,32.995403,17.852354,0,0,14,0,1,3,8,1963,0,131,4,101.61,0,21.89,22.18,132,149,55,1.41,14,16,147.09,ctb0064-8486,0,33,998,6,0,0,20,0,0,1,0,0,1,0,0,0,0,19.782951170540684,66.68770355015928,13.529345279300028,0,20,12,12,0,0,167,0,0,54,0,1,4,0,0,144,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08880177405243,-2.967539625324635]}"
5_00000000000000001b10_0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,4,1,8.316737,24.975014,34.359505,34.999905,25.89223,10.657641,0,0,8,0,0,1,9,1963,20,128,7,141.1,0,33.16,2.98,144,125,48,3.41,52,12,180.64,ctb0678-41,0,2,3629,-6,0,0,0,0,0,1,1,0,0,0,0,0,0,46.04879660228828,13.152898117807368,40.798305279904355,20,0,-11,16,0,0,157,0,-9,52,0,13,-5,0,3,236,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.999935521043746,-8.31673764767115]}"
5_00000000000000001b1e_0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,8,1,7.533317,24.428,34.175976,35.25,26.506289,11.459272,0,0,3,0,0,0,3,1963,20,136,15,35.06,0,7.19,2.98,135,90,51,4.19,-29,-1,49.41,ctb0678-54,4,77,4473,17,0,0,0,0,0,1,0,0,1,0,0,0,0,13.521568681004089,74.32741062050759,12.151020698488313,20,0,23,12,-5,0,150,0,-3,58,0,19,14,0,7,159,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.250026496142624,-7.533316888390516]}"
5_00000000000000001b39_0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,1,8.266612,24.923365,34.319607,34.983196,25.903362,10.692282,0,0,10,0,0,0,19,1963,20,121,6,78.54,0,18.46,2.98,128,78,45,3.77,14,10,103.74,ctb0678-83,0,3,2104,0,0,0,0,20,0,1,1,0,0,0,0,0,0,24.14809404648555,60.81314403386898,15.038761919645468,0,20,7,17,0,0,160,0,0,52,0,0,-1,0,0,352,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.983226856759124,-8.266611654817282]}"
5_00000000000000000f7c_0,0,1,0,0,0,0,0,24,0,0,0,0,1,0,0,3,2,1,13.632788,31.630198,40.58172,39.084885,26.702236,8.161289,0,0,2,0,0,2,6,1963,0,120,8,85.73,0,20.15,2.98,167,67,31,4.11,37,26,112.96,ctb0064-7968,-3,24,2695,4,0,20,0,0,0,1,0,0,0,0,1,0,0,29.673597743057517,54.051991793349565,16.27441046359292,0,20,6,20,0,0,119,0,-3,49,0,14,2,0,3,395,1,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.08493444404886,-13.632787836033653]}"
5_00000000000000001c0d_0,0,0,0,0,0,0,0,35,0,0,0,0,1,0,0,1,2,1,19.08628,36.83361,44.21905,40.0855,24.787445,3.976581,0,0,4,0,0,2,5,1963,0,131,4,141.1,0,33.16,2.98,144,56,37,3.41,-54,-7,180.64,ctb0691-10,0,64,3630,0,0,20,0,0,0,1,0,0,0,1,0,0,0,27.080339032850496,61.512422143570774,11.407238823578721,0,20,4,15,-4,0,153,0,0,46,0,12,0,0,4,235,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.08556783902959,-19.086280262866445]}"
5_00000000000000000ddc_0,0,1,0,0,0,0,0,19,0,0,0,0,1,0,0,2,6,1,9.10447,25.949093,35.261074,35.58147,25.991816,10.275644,0,0,4,0,0,4,3,1963,20,129,7,141.1,0,33.16,2.98,157,140,51,3.41,-33,-24,180.64,ctb0064-11944,4,107,6295,0,0,0,0,20,0,1,0,0,0,1,0,0,0,22.14313156061463,59.189296662578236,18.667571776807126,0,20,0,14,-4,0,156,0,13,52,0,27,0,0,8,161,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.58150483598273,-9.10447032031556]}"
5_00000000000000000ddf_0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,1,2,1,9.522995,26.375046,35.58523,35.710556,25.88988,9.981112,0,0,6,0,0,0,8,1963,20,125,5,35.06,0,7.19,2.98,137,126,38,3.29,19,58,48.51,ctb0064-11953,-3,15,4461,11,0,0,0,0,0,1,1,0,0,0,0,0,0,22.993933924447767,49.36831773302294,27.637748342529285,20,0,8,16,-2,0,151,0,-13,51,0,26,11,0,6,250,43,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.7105927423107,-9.522995411186844]}"
5_00000000000000000de0_0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,8,1,8.941156,25.899475,35.331734,35.760147,26.228743,10.507168,0,0,1,0,0,8,3,1963,20,121,13,141.1,0,33.16,2.98,144,161,32,3.41,-2,-27,180.64,ctb0064-11956,41,260,4908,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29.083717657392217,52.38647301595821,18.52980932664957,0,0,-1,18,7,0,129,20,0,54,0,112,0,0,47,243,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.7601797459941,-8.94115660166263]}"
5_00000000000000000df0_0,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,12,1,9.766349,26.781233,36.041748,36.09701,26.098639,9.968366,0,0,7,0,0,4,4,1963,20,130,8,35.06,0,7.19,2.98,159,163,47,3.29,-9,-28,48.51,ctb0064-11995,16,69,5810,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18.111146157649006,66.15967312298115,15.729180719369849,20,0,0,16,5,0,146,0,2,54,0,46,6,0,17,198,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.09704797753892,-9.766349021654822]}"
5_00000000000000000df2_0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,1,2,1,9.81405,26.744644,35.934734,35.944477,25.943064,9.849662,0,0,4,0,0,1,5,1963,20,130,6,35.06,0,7.19,2.98,147,82,62,3.29,-10,19,48.51,ctb0064-11997,0,75,4927,-11,0,0,0,20,0,1,0,0,1,0,0,0,0,34.88534333306342,49.556231106035625,15.55842556090096,0,20,-23,13,0,0,163,0,0,54,0,1,-15,0,0,199,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.944514042295424,-9.814049563241568]}"
5_00000000000000000df3_0,0,1,0,0,0,0,0,17,0,0,0,1,0,0,0,0,9,1,8.956518,25.982248,35.45716,35.896782,26.33853,10.563498,0,0,1,0,0,4,2,1963,20,125,10,35.06,0,7.19,2.98,142,117,53,4.19,-17,-20,49.41,ctb0064-12000,0,455,6079,4,0,0,0,0,0,1,0,0,1,0,0,0,0,34.59867714738833,50.061510417630515,15.339812434981148,0,0,10,18,8,0,161,20,1,52,0,26,2,0,8,196,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.89681350070868,-8.956517793021074]}"
5_00000000000000000df9_0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,2,2,1,9.613007,26.601229,35.8825,36.00269,26.095509,10.0523405,0,0,7,0,0,0,14,1963,20,129,6,78.54,0,18.46,2.98,159,76,43,3.77,-55,-4,103.74,ctb0064-12009,0,8,3390,-10,0,0,0,0,0,1,0,0,1,0,0,0,0,22.758688076831803,55.43490505697118,21.80640686619702,20,0,-17,17,0,0,149,0,0,54,0,1,-10,0,0,252,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-36.002724872706374,-9.61300660265562]}"
5_00000000000000000e2f_0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,3,1,8.951667,25.658434,34.91421,35.26886,25.800522,10.248037,0,0,6,0,0,1,5,1963,20,132,5,141.1,0,33.16,2.98,102,129,53,3.41,-50,-15,180.64,ctb0064-12165,0,101,1941,0,0,0,0,0,0,1,1,0,0,0,0,0,0,23.5824097710431,64.65125406009335,11.76633616886355,20,0,1,17,-1,0,162,0,6,51,0,13,-2,0,3,189,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.268891117109135,-8.951666890486827]}"
5_00000000000000000f78_0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,6,1,15.219302,33.029797,41.446846,39.151714,25.952156,6.829726,0,0,5,0,0,3,5,1963,20,120,5,85.73,0,20.15,2.98,192,65,43,4.11,-11,-25,112.96,ctb0064-7935,-7,104,5258,0,0,0,0,0,0,1,0,0,0,0,1,0,0,27.73776253589139,59.074258551736946,13.187978912371667,0,0,-1,30,-5,0,157,20,2,53,0,26,-2,0,9,361,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.151769101187355,-15.219302459317142]}"
5_00000000000000000f7a_0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,7,1,13.786939,31.96468,41.001408,39.48131,26.964987,8.2304,0,0,3,0,0,6,2,1963,20,112,10,141.1,0,33.16,2.98,188,61,47,3.41,-41,-23,180.64,ctb0064-7957,-10,355,4960,11,0,0,0,0,0,1,0,0,0,0,1,0,0,38.64148021214029,45.022328529095596,16.336191258764117,20,0,11,32,-5,0,170,0,12,52,0,35,11,0,11,439,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.48136097893081,-13.786938738788564]}"
5_00000000000000000f85_0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,12,1,13.0083685,31.164892,40.38588,39.226643,27.142107,8.770913,0,0,2,0,0,7,5,1963,20,133,9,141.1,0,33.16,2.98,192,88,46,3.41,-1,-28,180.64,ctb0064-8004,-1,163,4994,1,0,0,0,0,0,1,0,0,0,0,1,0,0,27.11718194451254,60.62947717970132,12.25334087578614,20,0,4,19,13,0,162,0,-1,55,0,34,1,0,13,253,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.22668859588292,-13.008368882042177]}"
5_00000000000000000fba_0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,5,1,14.812904,32.75819,41.372192,39.30533,26.29125,7.257725,0,0,9,0,0,5,7,1963,20,122,5,85.73,0,20.15,2.98,239,55,44,4.11,-1,20,112.96,ctb0064-8259,-2,71,4501,1,0,0,0,0,0,1,0,0,0,0,1,0,0,20.04309590417279,69.54676388085687,10.410140214970331,20,0,2,21,-1,0,156,0,-2,52,0,10,0,0,3,309,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.30538101477179,-14.81290462478147]}"
5_00000000000000000fe3_0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,15,1,14.982417,33.016586,41.648693,39.52631,26.395172,7.224308,0,0,3,0,0,4,4,1963,20,130,17,74.1,0,19.6,8.2,219,56,44,4.6,-76,-24,106.4,ctb0064-8502,5,170,4482,4,0,0,0,0,0,1,1,0,0,0,0,0,0,31.88794091415798,50.77616508529413,17.335894000547892,0,0,10,14,-7,0,151,20,11,52,0,29,2,0,9,260,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.5263665746652,-14.982416718894825]}"
5_00000000000000000fe4_0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,15,1,15.149234,33.265255,41.911297,39.732742,26.48794,7.1858025,0,0,4,0,0,11,11,1963,20,137,20,74.1,0,19.6,8.2,219,42,56,4.6,34,58,106.4,ctb0064-8503,2,161,4753,2,0,0,0,0,0,1,0,0,0,1,0,0,0,20.35742495974198,58.60501685770323,21.0375581825548,20,0,6,17,1,0,164,0,-4,62,0,9,4,0,3,178,49,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-39.73279942695586,-15.149233867155818]}"
5_00000000000000001093_0,0,1,0,0,0,0,0,22,0,0,0,0,1,0,0,1,4,1,7.597187,24.326174,33.94335,34.941967,26.208641,11.247497,0,0,4,0,0,1,7,1963,20,128,8,85.73,0,20.15,2.98,106,137,50,4.11,-8,-7,112.96,ctb0064-9722,8,70,1639,11,0,0,0,20,0,1,1,0,0,0,0,0,0,11.753992052258184,80.45417340411824,7.791834543623589,0,20,12,11,1,0,167,0,9,52,0,21,10,0,8,155,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.94199418521804,-7.597187105091413]}"
5_000000000000000018cd_0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,1,0,0,2.8667486,22.91408,36.032494,40.166676,33.113747,17.978756,0,0,5,0,0,3,20,1963,0,111,5,65.17,0,10.03,5.51,180,146,107,1.18,22,68,81.89,ctb0661-P101,0,3,2230,-4,0,0,0,0,0,1,0,0,1,0,0,0,0,42.61611736763764,22.43613711150874,34.94774552085363,0,0,-14,11,0,0,182,0,0,59,0,0,-10,0,0,230,6,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.166685709185586,-2.866748650446425]}"
5_00000000000000001938_0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,7.4166255,26.219465,37.315617,38.9666,29.764713,13.451597,0,0,2,0,1,7,2,1963,0,137,14,9.59,0,5.85,1.25,136,83,54,1.6,5,-5,18.28,ctb0661-P92,-4,409,4470,4,0,0,20,0,0,1,0,0,1,0,0,0,0,22.801885596402485,50.644732394640776,26.55338200895673,0,20,11,9,-2,0,181,0,0,62,0,14,4,0,5,101,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-38.96662632113032,-7.416625732983389]}"
5_00000000000000001940_0,0,0,0,0,0,0,0,53,0,0,0,0,1,0,0,1,2,1,19.126705,36.875813,44.25215,40.10005,24.779392,3.949194,0,0,4,0,0,2,1,1963,20,129,5,141.1,0,33.16,2.98,130,54,42,3.41,-30,-12,180.64,ctb0662-P10,-1,57,7952,2,0,0,0,0,0,1,0,0,0,1,0,0,0,30.998791963349376,54.366329498894984,14.634878537755643,0,0,7,18,-7,0,160,20,2,49,0,18,0,0,7,287,3,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-40.10012054663233,-19.126704450651825]}"
5_00000000000000001af3_0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,10,1,7.8332644,24.694681,34.343044,35.266705,26.367983,11.2095995,0,0,4,0,0,3,3,1963,20,134,42,35.06,0,7.19,2.98,141,111,49,4.19,1,-18,49.41,ctb0678-13,-9,155,5607,6,0,0,0,0,0,1,0,0,1,0,0,0,0,18.33870211520931,65.76723523617652,15.89406264861418,20,0,15,12,-3,0,155,0,4,49,0,23,4,0,9,160,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.266735160427245,-7.833264361758024]}"
5_00000000000000001af5_0,0,1,0,0,0,0,0,18,0,0,0,1,0,0,0,0,1,1,8.100064,24.830904,34.32089,35.08318,26.074202,10.886532,0,0,4,0,0,0,2,1963,20,133,24,35.06,0,7.19,2.98,148,102,43,1.86,33,-17,47.09,ctb0678-16,2,98,5399,11,0,0,0,0,0,1,0,0,1,0,0,0,0,23.302918079765515,49.204006904031885,27.49307501620259,20,0,11,12,5,0,166,0,0,49,0,16,10,0,6,188,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.08320934788163,-8.100064001141522]}"
5_00000000000000001afb_0,0,1,0,0,0,0,0,23,0,0,0,0,1,0,0,1,0,1,8.316737,24.992025,34.388268,35.03332,25.920992,10.674652,0,0,7,0,0,2,4,1963,20,132,7,141.1,0,33.16,2.98,95,115,46,3.41,42,-8,180.64,ctb0678-22,-1,58,4635,-4,0,0,0,0,0,1,1,0,0,0,0,0,0,15.933084938566665,63.57362890540173,20.493286156031594,20,0,-11,12,3,0,165,0,0,50,0,18,-4,0,4,165,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.033352849612996,-8.31673764767115]}"
5_00000000000000001afd_0,0,1,0,0,0,0,0,13,0,0,0,0,1,0,0,1,2,1,7.6834254,24.404518,33.99421,34.95005,26.1717,11.177383,0,0,6,0,0,2,8,1963,20,129,6,85.73,0,20.15,2.98,99,127,54,4.11,-6,-24,112.96,ctb0678-24,-12,77,1991,2,0,0,0,20,0,1,1,0,0,0,0,0,0,10.098362377772926,82.57958042211591,7.322057200111161,0,20,6,12,-6,0,161,0,3,51,0,37,1,0,14,168,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-34.950079022775114,-7.683425372366887]}"
5_00000000000000001b11_0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,9,1,7.7499905,24.741806,34.501537,35.500088,26.611256,11.400077,0,0,1,0,0,6,4,1963,20,131,13,82.73,0,30.61,12.41,128,150,59,12.15,-3,-26,137.89,ctb0678-42,11,259,4784,6,0,0,0,0,0,1,0,0,1,0,0,0,0,33.35237069708773,39.97740178684349,26.670227516068774,20,0,8,14,0,0,185,0,5,58,0,39,10,0,14,192,0,1963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-35.500117471241495,-7.749990534920144]}"
